Bus_ID,Voltage,Voltage_Angle,Current,Current_Angle,Frequency,Class_Label
26,0.905719835125707,15.987394187972278,0.9164791897369048,32.26438460509107,49.855680680040486,1
18,1.0304426286829518,15.805920660396119,0.7277907888527417,89.55818267366357,49.948550902862145,0
29,0.9362449491721961,-4.616599348611171,1.2029863290851628,46.54677373096996,50.181597708181044,1
14,0.9952627576286989,0.42747145683076937,1.1267857999253057,-20.773185875140896,49.98972913356907,1
37,1.0666858402482418,-13.607065435918937,1.0141425674440823,41.98838059495793,49.989625638663014,0
21,1.0299993545366113,28.02601638067076,1.0420179910500855,-76.1846439042416,50.319455458121695,1
7,0.9569673014503133,17.228231229924624,1.0635794115291755,-10.664972170863166,49.94585625715222,0
20,0.9333397100181843,5.604168187891851,1.045475741917188,24.715223634104575,50.09753752718298,1
4,1.0404353708648284,6.910921299405118,0.9139131444251158,-27.375657007404385,49.99800884827055,0
33,0.9222833970004156,-23.476942361842823,1.0571023555274983,81.92460321206872,49.88242177372935,1
26,0.9650688819926501,29.474184066891965,0.712900915661065,-76.03249378944388,50.11364793566031,1
1,0.9684204013016104,24.685063703620706,1.141130456098671,-72.97405906336857,49.98172434417999,0
1,0.9248363412985319,-1.1236318362861262,0.9278221194251859,-74.1954035229244,49.801306090418976,1
36,1.0527190872442582,6.3952990140980575,0.9359179605070457,-61.56405458969013,50.05298872001175,1
6,0.9716474974111606,-28.86266991866821,0.9038383035589302,-13.459635225452615,49.69186783137521,0
9,1.0518823599933003,20.608215028107843,0.9666110285624467,-81.28187228731106,49.681151581644876,0
36,0.9345952192129682,21.515968958043274,1.0137112382324516,23.940114862522336,49.88308628603966,0
24,0.9635622806219584,4.758406698483228,0.9464702679545207,68.70986312516774,49.83140191475087,0
6,0.925183276466936,19.057641307841187,1.0620924509834424,-46.63953004015043,50.42543594784636,1
16,1.0610163024414627,-1.7709794229952962,1.0622216490007046,10.98062661390405,49.802425525632735,1
32,0.9775715941307734,-18.017638487830695,0.921509758594265,22.1408014235016,49.973495724025575,0
8,1.042153865467773,-24.143134546521082,1.065039496823414,-61.718434586572215,49.71851546719154,1
30,1.0244360208878946,0.7158649073458463,0.8744332165319951,39.21982506878257,50.27260461475011,0
26,0.962859593472104,-26.406604958945856,1.215429900055812,30.611899424989886,49.665815294982515,1
11,0.9566601011640041,16.42266767199584,1.107913313989504,18.479792513519783,50.25643681748315,0
28,0.9752758928259303,21.69342065657822,1.0306633114095394,-28.90328035610022,49.90670213995069,1
35,1.1256967325932863,22.395207001584104,0.8877239170572864,10.912323422552149,50.11582411891831,0
8,0.9660692274171664,-11.868016606500092,1.0373496847534325,56.801959282762226,50.055091688715436,1
17,0.9514766638101045,-0.5091972668530751,0.7524524140859121,21.30343829591348,49.50500207982761,0
3,1.0394346341453105,-2.074152210938511,1.1575219601412468,60.08540881451327,50.268412852303456,0
30,1.0497914219923121,-7.785186528060677,1.1448167413759638,-41.54516423710278,50.35424300255796,0
23,0.9719533979362682,15.64785015162554,0.8333967279716754,0.7966879834164899,50.21085237578232,1
7,1.044211567622008,-20.271096187760914,0.9525780227168721,-15.031163015678146,50.14405298372712,0
28,0.8959696367016321,-29.4194686513504,0.9880391963749873,-17.969472080355985,49.95270015326552,0
6,1.0260157366973144,-24.31872007312508,1.1299680885223644,-42.27337783656146,50.11593622479916,1
25,0.9943505978342787,-17.664279193027035,1.102015298167878,63.63838260049124,49.73744358378966,1
37,1.039172406010357,-8.56300787877413,1.0040236383951913,70.45101255684847,50.10814909967592,1
11,0.9514511951093083,-22.262276058869784,0.9274436142830634,22.315355855697163,49.953630484718,1
14,1.1730222064727216,13.541119305286834,0.9319290174015586,66.00768402738052,49.79473013269743,1
18,1.0373026430474095,10.88691929809449,0.9394102167749029,-57.414917052028606,49.92920563960694,1
36,1.0294270046861622,19.789107332971575,1.102826457138412,43.33014936643664,49.72556511995554,0
36,0.977657297021691,25.938010780532437,0.9823001341453934,-85.70910714111064,50.26713503685628,1
18,0.993012617398488,16.770617030301942,0.9281273736426158,62.356060751415725,49.941977661545124,1
39,0.9925170905351872,-4.324297780056536,1.0151684740764366,70.07208932559433,49.71952414384842,0
15,1.0583699942360465,-8.028926242881976,1.096445189239647,-31.624563698910748,49.78015911443167,0
22,1.0357135994953033,-5.330026139614606,0.982046838258676,84.07019720184641,50.01947630123844,0
3,0.9047066364010766,29.74773666954244,0.9329647453583513,-20.547519453073946,50.063424741921295,1
25,1.001258652988951,13.210655499544124,1.0645280310215652,-15.145722159705358,50.00767489309179,1
31,0.9613217057428894,-17.607833630923047,1.1056679046631113,79.48505414146416,49.69679386230467,1
20,0.9858140392537647,-13.442609219045064,1.0200191053275267,-33.10535342919464,49.90388234957877,0
11,1.0521004791122632,22.17773314224209,1.0604059113311421,78.83731984475395,49.70385612111582,1
36,0.9867823175909219,17.668110496625566,0.8736604693420649,67.45632577713175,50.47244333148981,0
38,1.0258119423269034,-24.582895509602935,0.8025797155428251,60.29029231370248,49.845328547010226,1
15,0.985966739116145,-7.873994518778648,0.9004665051745276,57.56018667576694,50.181112953160586,1
18,0.9361680391637828,-21.450996091997453,1.0065391510004886,24.754415063701373,49.81200410982425,1
33,1.0659259598769544,14.776904621192571,0.9160826096123543,-26.45027755811809,49.76044316970023,0
